id,sentence,label
1530,"Thanks for the good time, Chris & FreeVegasClub.",positive
1536,This place is huuuuuge.,positive
1538,"Initially catchy, possibly cloing POW drama.",positive
1541,"Seriously, I'm in this dish.",positive
1547,"I ordered the pho from the coast, I may not be an expert, but I had pho from more than 20 locations in Las Vegas and LA, including staples like Pho Kim Long.",positive
1548,"The emotion is impressively true to be so cool, and both tracks are up to the task.",positive
1553,They are known for dirty duck fat for a reason.,positive
1560,The staff is trying to help us.,positive
1561,Then... the staff was absolutely wonderful!!,positive
1563,They're never busy!,positive
1570,Now comes its exciting part.,positive
1572,Do I have to say that my exceptions have been met!,positive
1573,But the screens are small so that you wouldn't be subject to the obligation to tolerate the big fan of belligerent sport at the squandering bar next to you while you try to enjoy a good meal.,positive
1578,"First of all, the doorman was good.",positive
1579,"As unlikely as this premise may appear, the under-estimated performance of Abbas, brilliant offers us the feeling that on a certain elementary level, Lilia wants to deeply break free from her old life.",positive
1581,I had a 1-bedroom suite and it was beyond cleanliness.,positive
1586,"Un-liners are brazen, volatile situations and richly rewarded comic opportunities.",positive
1589,But here everyone is treated like Norm de Cheers.,positive
1590,Classic is a fairly extensive service.,positive
1592,An agent who doesn't listen and has a great way to make you feel good.,positive
1594,The game is great!,positive
1595,"I did like Rolf's (although they probably made me even more blonde than I wanted), but I hate to pay prices that approach NYC's.",positive
1598,Divide this by 7 and you get $2.15 per it is a flat rate (none of the multi-level price ramp pyramid) the thing we usually order that falls into the price structure of the 2nd and 3rd levels was all $2.15!,positive
1600,"Although the details of the book are missing, the film makes some serious suspense.",positive
1609,Cannot find the best tikka masala,positive
1610,The Wild Thornberrys Movie is quite pleasant and the message of our close ties with animals can certainly not be stressed enough.,positive
1611,There are not many companies that would offer this service without coming home first and evaluate service charges.,positive
1618,She must have joked when she said she hated the new look of this restaurant.,positive
1619,Poignant and delicately complex.,positive
1623,"Oil changes are supposed to be boring, but my experience in Valvoline today has changed my whole outlook on oil change.",positive
1624,I should have known when the manager came to ask me how it was.,positive
1627,Their cost is much lower than what I paid for unsatisfied work!,positive
1630,"I've always considered the restaurant as one of Las Vegas, better kept secrets for the locals.",positive
1634,The first thing I said after eating to Hiro Sushi was that the place would be easily at home in Shibuya or Shinjuku charging twice the price.,positive
1635,"Orchids hang in boxes on the wall, there's a bar to sit down where the sushi chef rides his art, and pop music plays on the speakers.",positive
1639,That chipotle on Pineville Matthews sucks!,positive
1646,...a film without guilt for a nice evening out.,positive
1647,Morimotos was the best place.,positive
1648,I went to W's in SF/Hollywood/NY and they're all pretty cool and I enjoyed them.,positive
1653,And this home-made KUNEFE is just bombing Mannn.,positive
1657,"Terry is a kind of geriatric Dirty Harry, which will appeal to the loyal fans of Eastwood -- and fits the story, where our hero has to ride the incompetent cops to get his man.",positive
1658,Landmark was essentially a cinema VIP cinema cineplex but for less than HALF the price.,positive
1669,I usually get out of there with books stacked in my arms so high that I can't see above.,positive
1670,"Like, it'll remind you of the best thing your mom ever cooked, without really tasting like that.",positive
1672,"They were so friendly, accommodating and made me feel comfortable even though I hate the dentist.",positive
1677,I don't know why someone didn't talk about dwarf in a miniskirt under the table that made this experience worthwhile.,positive
1678,I got here and I was seen pretty fast.,positive
1681,They don't escape the trimmings.,positive
1682,I'm definitely going back to... BTW super reasonable...,positive
1690,"Once arrived, ""Russ"" put my vehicle on the dynamometer and said, ""Everything was fine, we replaced everything in the instrument cluster.""",positive
